Pop,Pop Density,Ethnic Minorities,Income,Employment,IMD,Num of Cs,Num of  Is,Num of Ss
2081,102.046846,83,12.8,7.5,22.412,1,4,2
1902,113.660484,79.2,20.3,11.4,29.257,0,1,0
2018,105.075911,81.8,15.6,8.6,24.749,1,3,3
3070,47.034849,66.2,10.8,7,16.679,0,0,0
2108,87.935397,78.5,13.2,7.8,16.92,0,0,0
1813,110.301409,77.6,14.6,8.9,17.275,0,1,1
1858,64.016457,69,11.2,6.5,14.99,0,1,0
1869,83.891401,24.3,5.8,5.1,8.887,0,0,0
1798,62.092827,41.9,4.2,3.6,7.581,0,0,0
1772,53.311967,29.3,18.9,9.8,23.873,0,0,0
1767,79.791878,25.1,4.2,3.1,7.823,0,0,0
2080,52.390964,27.6,6,3.2,9.642,1,1,2
1574,97.830707,22,10,7.4,14.112,0,0,0
1561,53.948339,42.2,2.7,3,5.828,0,0,0
1945,118.217068,72.1,14.4,6.7,17.125,0,2,0
1888,93.02514,85.6,14.9,7,21.961,0,2,1
2600,115.103822,77.1,20.9,14.3,34.175,0,3,0
2015,149.957729,82.1,13.2,8,18.41,0,0,0
2243,59.425247,77.6,17.3,9.6,25.704,0,1,2
1531,200.221696,68.1,10,6.3,12.992,0,0,0
1625,89.729996,77.6,10.7,7.2,15.402,0,0,0
2195,174.415911,78.6,15,9.9,24.91,0,0,0
1425,55.099254,30.1,4.1,3.2,10.258,0,0,0
1448,16.611445,31.9,10.8,8.7,16.218,0,0,0
1516,11.59938,26.3,4.2,3.6,15.669,0,0,0
1443,18.508837,24.6,5.5,4.9,11.304,0,1,0
1617,26.141236,35.8,16.1,10,24.975,0,0,0
1565,37.757908,31,6,4.6,7.939,0,0,0
1229,17.701985,28.7,3.2,4,8.353,0,0,0
1604,45.374785,31.1,5.5,3.8,9.481,0,0,0
1425,44.515133,8.3,2.9,1.6,5.944,0,0,0
1508,70.560836,10.3,7.9,6.1,8.509,0,3,2
1644,19.173475,8.6,2.4,2.1,7.18,0,0,0
1427,53.508705,15.4,10.6,6,13.145,0,0,0
1285,37.745607,16.6,2.4,1.5,4.028,0,0,0
1317,39.84326,20.7,2.6,1.4,4.675,0,0,0
1515,180.872911,21.4,18.5,14.2,23.823,0,0,0
1805,79.103679,13.5,4.7,3.8,5.756,0,1,1
1627,20.947341,8.7,1,1.5,3.697,0,0,0
1619,3.83274,7.3,1.9,1.9,8.022,0,0,0
2019,111.083932,9.6,6.7,4.8,7.831,1,1,1
1916,174.905769,8.8,5.3,3.5,5.994,0,1,0
1705,39.355076,7.6,2.4,2.2,6.067,0,0,0
1594,78.439304,8.2,5.8,5.7,7.461,0,0,0
1858,115.385115,5.9,4.4,3.2,5.515,0,0,0
1916,62.143365,11.9,6.2,4.8,7.792,0,0,0
1638,54.316436,7.3,2.9,4.3,4.739,0,0,0
1751,48.772011,9.7,7.4,5.9,8.961,0,0,0
1950,33.679986,15.4,8.1,4.4,8.914,0,1,1
1839,5.77941,12,5.7,5.7,12.147,0,0,0
2100,5.162828,17,6.4,5.5,11.002,0,1,0
1656,32.766203,20.1,7.6,4.4,7.107,0,0,0
1761,19.532346,16.4,20.8,15.8,28.717,0,0,0
2072,73.283733,14.9,9.7,8.4,11.453,0,0,0
1749,53.189925,15.2,3,2,5.143,0,0,0
1386,41.718055,11.8,1.5,2.1,2.997,0,0,0
1688,3.934902,12.8,3.3,2.1,7.241,0,0,0
1622,42.987095,10.5,4.2,3.6,4.594,0,0,0
1790,66.346612,10.1,3.3,3.1,3.249,0,0,0
1869,17.971285,12.9,16.4,13.5,22.898,0,0,0
1961,42.062788,9.8,7,5.6,8.485,0,1,1
1490,40.147295,9.6,4.1,4.1,6.069,0,0,0
1688,40.135932,19.2,16.7,14.1,26.698,1,0,0
1784,34.523989,16.6,6.6,5.7,9.449,0,0,0
1676,50.18881,18,5.7,4.1,10.154,0,0,0
1437,88.744608,18.7,23.4,21.3,37.019,0,0,0
1395,86.231084,15.2,11.9,8.5,16.556,1,0,0
2239,22.725241,12.8,4.8,4.1,7.292,0,0,0
1659,45.507196,7.3,2.4,3.4,4.465,0,0,0
1440,56.053847,11.2,9.3,8.5,12.983,0,0,0
2008,41.92602,10.8,5.4,5.2,7.835,0,0,0
1857,57.033191,11.8,5.2,4.5,7.339,1,0,0
2228,122.13713,13.9,10.5,7.5,13.14,0,0,0
1678,108.323925,47.6,11.2,6.7,14.808,0,0,0
2146,61.457244,39.5,18.9,11.7,26.04,0,1,1
1673,50.825835,16.4,12.6,10.3,20.358,0,0,0
2157,71.719189,34.2,12,9.2,15.73,0,0,0
1463,54.150753,18.6,5.1,6.4,9.207,0,0,0
1674,36.303093,23.2,5.7,5.6,9.314,0,0,0
1705,91.363531,11.7,1.8,1.4,4.171,0,0,0
1642,10.055144,14,4.9,3,6.72,0,0,1
1832,78.213241,14,7.3,5.5,11.354,0,0,0
1537,68.65952,10.8,5,5.6,8.448,0,0,0
1682,83.112326,8.5,1.9,1.9,5.879,0,0,0
1401,20.778349,12.5,7.5,4.9,13.631,0,0,0
1517,45.526927,12.2,8.4,7.6,11.466,0,0,0
1482,122.750638,11.3,5.2,4.1,7.824,0,0,0
1941,61.947436,16.5,16,10.9,19.172,0,0,0
1617,154.286414,12.1,6.3,3.8,6.295,0,0,0
2009,142.944568,11.6,4.8,3.8,5.533,0,1,0
1638,89.405571,5.6,2.4,1.8,3.877,0,0,0
1659,76.475518,12.4,4.5,3.2,6.736,0,0,0
1857,12.230093,12.2,5.7,5.3,9.269,0,1,0
2072,142.523906,15.2,6.5,4,8.226,0,0,1
1771,81.02151,21.1,10.8,9,17.786,1,0,0
1439,75.312992,15.8,13.6,10.5,18.695,0,0,0
1647,70.281533,16.2,4.4,3.8,7.131,0,0,0
1495,134.055085,18.2,8.3,6.4,11.466,0,0,0
1708,128.055824,7.8,1,1.3,3.804,0,0,0
1547,40.111101,21.5,6.9,6.1,11.779,0,0,0
1526,121.630531,8.6,3.2,2.6,5.583,0,2,1
1682,47.442665,13.5,2.7,2.2,5.06,0,0,0
2109,48.029203,11.4,2.7,2.4,5.807,0,0,0
1840,124.829064,13.2,4.1,3,4.824,0,1,0
1599,43.984208,10.5,4.2,3.4,7.634,0,0,0
1744,112.701658,13,4.6,2.9,7.46,0,0,0
1702,132.5803,11.2,3.6,2.8,5.246,0,1,0
1713,33.762921,17.4,6.3,4.6,7.33,0,0,0
1918,52.075447,11.4,3.4,2.5,6.706,1,0,0
1824,92.254669,9.1,4,3.8,6.021,0,0,0
1465,15.182006,15.6,16.4,12.1,19.583,0,0,0
1842,143.148024,14.1,2.5,1.6,5.901,0,0,0
1480,60.917115,10.1,4.8,3.1,6.098,0,1,0
1419,37.820174,10.5,2.8,2.3,4.598,0,0,0
1989,105.191138,10.3,3.5,4.5,6.198,0,0,0
2045,102.27408,7.8,4.3,3.4,4.784,0,0,0
1803,79.872194,9.4,4.4,4.2,5.571,0,0,0
1527,30.978751,10,4.3,3.6,6.094,0,0,0
1710,103.228505,10,2.7,3,3.466,0,0,0
1807,80.226356,6.3,2.6,2.6,4.573,0,0,0
2098,26.618882,14.1,11.5,9.1,13.591,0,0,0
1720,6.661053,6.4,1.7,1.6,4.826,0,0,0
1654,74.074336,8.8,4.5,3.3,6.593,0,0,1
1801,54.856689,7.2,2.9,3,2.666,0,0,0
2148,64.817601,12.3,2.2,2.2,3.779,0,0,0
1666,102.557208,8.3,3.7,3.1,6.7,0,0,0
1750,100.930335,9.9,3.2,2.4,4.823,0,0,0
1786,35.204358,8.7,5.1,3.6,8.016,1,0,0
2045,73.649809,10.1,3.3,2.6,7.551,1,2,2
1918,118.274247,12.2,5.7,3.9,8.295,0,0,1
1669,124.356174,8.2,6.5,4.3,7.887,0,0,0
1481,81.327618,13.8,3.8,3.2,5.147,0,0,0
1567,20.256215,19.8,14.5,11.6,21.164,1,0,0
1767,80.606953,12.5,3.5,3.1,7.055,0,0,0
1315,82.817498,20.6,3.8,4.3,5.894,0,0,1
1659,24.694051,22.1,7.6,4.6,13.193,0,0,0
1630,60.269071,15.1,7.5,6,10.731,0,0,0
1368,33.166487,20.1,6.3,3.7,7.581,0,0,0
1764,91.398211,17.4,8.4,5.8,12.068,0,0,0
1760,62.354894,29.9,14.1,10.1,20.973,0,0,0
1810,54.726681,25.6,4.3,3.2,6.907,0,0,0
1637,72.252017,20.4,5.4,4.1,7.634,1,1,0
1718,61.931045,14.6,3.6,3.6,6.487,0,0,0
1926,212.000132,62.9,21.3,12.6,29.823,0,0,0
1626,194.655684,77.5,28.6,18.2,40.627,0,0,0
1957,88.23076,34.7,11.8,9.1,19.198,0,0,0
2087,123.329009,38.8,13.7,8.5,21.514,0,0,0
1855,190.947012,61,19,12.8,28.036,0,0,0
2197,142.595753,52.1,16.5,8.3,24.749,0,0,0
1849,255.71479,48.1,21.5,12.2,30.163,0,0,0
1392,106.875578,66,23.9,13.4,34.58,0,0,0
1848,107.605383,50.5,10.9,7.8,23.585,0,0,0
1925,192.654702,68.8,23.7,15.2,32.296,0,1,0
1743,222.093782,58.3,19,16.4,39.685,0,3,0
2226,145.046581,60.9,20.4,10,30.64,2,3,0
1791,193.743712,48.1,17.2,10.7,26.667,0,0,0
2029,246.712666,73.2,20.6,13.2,31.183,0,2,0
1932,331.135873,58.2,21,13.8,32.72,0,0,0
1354,129.395369,64.3,22.5,11.4,31.441,1,2,0
3566,127.67931,28.9,8.7,4.7,16.421,1,2,1
2463,109.413331,30.1,12.3,8.3,22.973,0,2,2
1874,190.548606,39.8,11.6,10.3,28.921,0,1,0
1592,104.734506,53.6,24.8,18.2,38.967,0,0,0
1881,82.944941,42.9,15.5,8.9,33.607,0,2,0
2163,82.927746,34.5,11.8,7.5,18.616,2,0,0
1294,95.070108,45.6,15.3,7.7,21.011,0,0,0
3291,461.264245,32,2,1,14.247,0,0,0
1435,139.685034,44.7,7.7,3.8,24.291,0,0,0
1588,271.887267,51.4,23,12.5,31.171,0,0,0
1968,121.549962,45.5,11.6,6.2,20.471,0,0,0
1376,307.764363,60.4,27.6,14.7,33.392,0,0,0
2085,220.042297,36.9,10.6,5.6,18.245,0,0,0
1509,104.277153,57.4,21,13.7,31.341,0,0,0
1118,351.071774,65.9,26.1,16.8,40.136,0,2,0
1787,18.930023,30.7,7.8,6,16.412,0,0,0
1837,36.675498,36.4,8.8,7.1,17.006,0,0,0
1555,192.222017,57.4,30.4,17.2,36.138,0,0,0
1756,67.670888,28.8,10.2,7,17.282,0,0,0
2099,99.252847,27.2,10.2,7.7,17.081,0,1,0
1956,65.615733,48.2,18.9,13.6,27.465,0,0,0
1566,16.075502,28.1,6.6,6.8,16.049,0,0,0
1793,112.781752,26.2,9.2,6.7,15.594,1,1,3
2132,112.938486,30.8,9.6,7.2,18.641,0,0,0
1648,247.421925,28.7,9.5,6.2,17.262,0,0,0
2087,149.26178,31.6,10.7,8.8,18.283,0,0,0
1811,158.004388,26.8,7.7,5.4,11.825,0,0,0
1842,121.670283,25.5,9.2,6.1,14.122,0,0,0
1925,157.101793,26.9,9.8,7.3,16.322,0,2,0
2019,154.199649,40.3,14.5,7.9,27.356,1,0,0
2100,156.928037,55.2,25.1,16.3,37.844,0,2,0
1651,477.36092,64,27.8,17.7,39.212,0,0,1
2317,47.72999,54.3,19.1,13.4,35.378,1,1,0
1865,235.77705,56.2,20.6,11.5,33.346,0,3,0
921,194.197071,67.8,17.6,12.2,31.354,0,0,0
1175,460.971595,74.5,35.6,17.8,46.579,0,0,0
2677,87.348966,42.7,14.4,7.2,24.1,0,4,1
1219,51.128175,62.7,26.4,12.6,38.992,0,0,0
1199,225.887499,71.8,38.2,18.8,50.411,0,0,0
1708,229.577854,55.8,17.9,9.8,27.729,0,1,0
1720,177.616555,47.8,19.2,11,29.812,0,8,7
1382,272.860185,66.6,24.8,13.2,35.37,0,0,0
1943,261.982179,48.2,22.8,12.9,31.043,0,0,0
2438,186.527939,40.4,17.7,9.1,30.428,1,1,0
2239,147.61837,36.2,17,11.6,27.452,0,1,1
2944,200.689256,38.2,14.9,7.3,22.926,0,0,0
1925,141.253333,40.8,16.6,10.7,29.514,0,0,0
1974,94.65199,39.8,20.5,13.5,32.853,0,6,1
2333,97.229436,44.3,10.7,6.7,26.493,0,0,0
1888,169.975028,72.2,23.3,14.6,31.14,0,0,0
2090,127.330785,56.7,22.7,12.3,35.23,1,0,0
1697,92.102696,46.2,27.3,17.1,38.146,0,0,1
1876,118.708813,41.2,25.8,15.4,34.241,0,0,0
2394,64.04346,64.3,18.9,12.1,31.655,0,0,0
2073,85.601392,70.8,21.4,11.5,28.863,0,0,1
2122,133.029101,69.8,25.3,14.5,31.077,0,0,0
1292,190.033144,48.3,29,15.4,39.26,0,0,0
1691,365.611582,56.6,24.3,14.4,32.416,0,0,0
1934,182.444104,68.2,19.8,12.1,28.38,0,0,0
1487,84.793251,47.4,22.2,13.6,35.666,1,0,1
1452,247.135307,43.8,20.6,16,35.076,0,0,0
1253,239.387931,46.8,19.2,10.8,30.268,0,0,0
1446,139.850414,29.4,12.3,9.8,25.146,0,0,0
1507,159.830001,45.6,16.6,9.8,24.487,0,0,0
2212,121.283194,55.6,18.3,13,27.983,0,1,0
1843,101.860977,57.4,24.8,17,35.784,0,2,2
1875,54.752843,34.9,8.4,8.3,17.58,0,0,0
2021,150.890001,64.8,23.6,16.8,35.58,0,0,0
2777,139.564409,53.3,19.7,12.5,31.644,0,1,0
2479,131.645027,67.4,28.2,20,45.149,0,1,0
2214,158.702954,51.9,14.4,8.7,26.449,0,1,0
1320,150.835526,76.3,33.5,17.8,39.431,0,0,0
2051,305.633036,72.9,24.6,15.5,34.841,0,2,1
1665,102.504717,68.3,20.5,11.1,32.313,0,1,0
2292,214.529647,81,23,13,30.983,0,0,0
2411,161.220671,66.9,19.5,11.3,27.301,0,0,0
1399,167.380296,73.9,28,17.6,39.137,0,0,0
1791,167.927404,72.5,26,14.8,33.895,0,0,0
1676,28.495822,27.9,9.9,6.6,22.806,1,1,0
2599,49.065757,35.3,13.3,9.6,20.176,0,1,0
1632,38.001364,24.2,9.9,7.3,15.612,0,0,0
1994,69.791179,22.6,6.8,5,11.302,0,1,0
2430,182.298282,53,19.3,11.5,24.043,0,0,0
1697,66.964121,59.5,22.6,12.5,28.028,0,0,0
2263,156.94857,24.5,9.5,6.6,14.812,0,0,0
3854,184.672145,34.8,16.1,8.7,24.603,1,0,1
1955,148.774237,33.3,17.7,10.1,28.547,0,3,0
2203,213.991156,36.8,20.2,11.5,31.179,0,0,0
2750,96.248291,39.3,12.9,7.8,19.542,0,2,0
2815,227.658677,40.6,18.4,10.6,26.416,0,1,0
2419,203.189205,38.9,8.3,4.2,12.382,0,0,0
1527,266.781276,29.8,16.3,10.4,24.934,0,0,0
2446,49.236434,43,14.6,7.9,25.963,1,1,0
2032,184.996375,38.4,2.3,1.7,8.261,0,0,0
2787,185.239527,43.1,19.1,10.2,27.067,0,0,0
1770,153.483876,37.1,17.7,10,25.711,0,1,0
1511,74.284252,42.5,20.7,12.9,36.203,0,1,0
2335,252.860272,50.6,22.6,13,31.501,0,2,0
2127,130.676326,43.2,17.1,9.5,25.892,0,0,0
2912,152.882617,48.8,15.1,8.5,22.29,0,0,0
1712,168.365764,48.1,11.5,6.8,22.583,0,0,0
1946,205.356729,64.2,26.4,16.6,39.89,1,0,0
1727,195.069916,49,15.9,10.1,27.397,0,0,0
1811,115.625367,29.7,30.6,18.3,45.391,0,3,1
1504,181.035845,20.4,13.2,10,26.395,0,0,0
1469,217.810105,49,20.7,14.2,31.112,0,0,0
1547,571.616911,72,21.7,14,27.322,0,0,0
1710,105.365579,35.1,10.1,7.4,17.334,0,0,0
1554,133.78098,64.1,18.8,10.9,24.36,0,1,0
1670,44.490243,39.2,13.3,8,20.516,1,0,0
2325,217.766221,59,11.5,5.7,16.687,0,0,0
1514,71.932199,25.4,5.8,3.3,14.511,0,0,0
1602,109.730597,25,4.5,2.5,9.731,0,0,0
1858,89.638192,31.1,8.7,7.1,15.763,0,0,0
2026,220.153738,27.5,4.2,3.1,8.683,0,0,0
1679,327.857392,27.3,3.6,1.9,8.354,1,0,0
1353,60.129122,27.3,22.9,16.8,38.922,0,0,0
2179,133.877264,28.8,13,8.4,19.671,0,0,0
2155,98.079878,31.3,14.2,8.2,21.669,0,0,0
1875,126.827397,25.8,2.4,0.9,8.41,0,0,0
1833,59.596649,35.4,3.2,1.7,17.254,0,0,0
2314,160.668202,42.8,17.9,9.9,31.991,0,2,0
1833,90.812392,36.3,10.1,6.9,21.531,0,4,0
2378,138.675234,51.5,18.3,9.3,29.363,1,17,4
2033,141.884975,39.6,14.8,9.5,27.404,0,3,1
2118,112.847712,54.5,20.7,12,30.525,0,0,0
1557,167.578807,33.1,11,8,19.287,0,0,0
2162,163.106821,52.7,16.6,11.4,23.913,0,0,0
2266,89.193176,70,19,10.7,35.543,2,13,8
2152,134.035375,60,23.2,16.5,34.366,0,0,0
1527,15.87661,19.8,1.9,1.6,9.326,0,0,0
2068,58.405853,21.5,9.5,6.1,13.134,0,0,0
1498,107.665759,29.4,15,8.1,18.227,0,1,0
1809,53.729865,19,5.1,4.3,9.199,0,0,0
2103,175.820008,18.7,6.1,3.4,8.556,0,0,0
1932,53.863569,19.9,4.3,2.8,9.778,0,1,0
1788,33.949592,13.8,1.9,2,8.625,0,0,1
1706,4.896601,28.6,11.7,8.2,18.319,1,4,0
1629,69.040487,23.6,7.9,5.6,13.521,0,0,0
1750,56.66541,17.7,9.9,6.5,15.61,0,0,0
1394,47.124085,18.1,4,4.6,8.556,0,0,0
1334,49.392804,26.9,5.8,5.5,9.86,0,0,0
1631,63.626161,22.5,8.5,6.8,12.414,0,0,0
1426,145.418679,28,4.6,4,5.317,0,0,0
1353,53.680652,26.8,30.8,22,44.327,0,0,0
1472,23.519877,28,4.1,3.3,5.77,0,0,0
1618,20.710917,30.4,4.1,4.6,8.478,0,0,0
1958,29.791729,37.2,11.7,7.2,15.277,0,1,0
1492,42.152823,27.4,4.6,4.4,5.727,0,0,0
1923,39.885491,23.2,29.7,21.5,43.226,0,1,0
1445,251.249291,29.1,21.6,18,35.547,1,0,0
1363,60.416841,29.6,24.4,18.4,34.411,0,0,0
1277,33.791517,13.2,3.1,3.4,4.563,0,0,0
1496,23.361031,24.4,2.6,3.3,7.536,0,0,0
1652,36.561262,26.2,3.7,4,5.418,0,0,0
1807,73.404474,16.8,4.1,3.7,4.481,0,0,0
1524,46.253202,20.8,2.8,4.9,5.625,0,0,0
1526,145.571252,25.2,11.5,7.7,18.894,0,0,0
1763,57.266861,14.4,4.7,3.5,4.804,0,0,0
1283,66.627078,12.9,6,3.1,5.989,0,0,0
1566,32.27384,12.3,16,10.1,21.103,1,1,0
1494,57.77346,13.1,6.7,4.9,7.356,0,0,0
1444,46.734866,12.6,3.5,3,4.687,0,0,0
1532,40.496527,10.3,5.2,7.7,10.815,0,0,0
1765,104.191134,19.2,6.3,4.4,8.235,0,0,0
1581,45.700843,12.2,3.2,3.2,4.084,0,0,0
1975,44.288758,16.6,5.3,4.8,5.081,1,0,1
1645,19.096712,15,1.9,2.6,3.091,0,0,0
1623,79.605002,18.7,9.8,7.8,12.514,0,0,0
2081,4.627502,20,6.9,4.9,13.133,0,1,0
1681,27.528128,17,12.4,9.6,14.737,0,0,0
2035,64.448217,20.9,7.3,5.7,9.204,0,1,1
1613,36.148404,19,7.4,5.5,10.447,0,0,0
1667,36.156793,13.8,2.7,2.7,2.793,0,0,0
1758,11.765253,23.2,2.3,1.9,4.659,0,0,0
1805,60.37282,20.7,5.1,3.2,6.163,0,0,0
1651,57.070379,13.4,6.6,4.1,6.392,0,0,0
1377,53.489515,10.9,2,2.4,4.051,0,0,0
1899,71.083491,20.5,7.4,5.3,9.787,0,2,0
1408,57.217746,12.5,3.9,3.6,9.583,1,0,0
1544,50.954731,12.1,3.2,3.5,4.752,0,0,0
1649,65.826627,20.9,6.8,4.7,8.307,1,3,1
1367,45.323437,16,3.5,4.2,5.319,0,0,0
2307,46.914893,34,15.4,10.2,28.156,1,5,3
1998,107.357907,23.9,16.6,12,23.237,0,0,0
1636,96.355659,20.9,19.9,12.7,31.639,0,0,0
1459,162.480411,21.3,21.4,13,31.361,0,0,0
1841,120.391344,20.9,10.5,8.6,19.777,0,0,0
1512,104.245976,26.4,15.4,11.6,23.682,0,0,0
1974,76.593833,28.5,21.7,14.1,34.12,0,0,0
1607,22.024244,22.2,6.8,4.5,10.222,1,0,0
1834,87.485166,20.1,6.8,5.8,11.154,0,0,0
1510,68.100696,15.8,3.8,2.6,6.647,0,0,0
1446,101.967939,18.1,4.3,3.2,6.482,0,0,0
1538,80.626893,26.4,7.9,6.1,11.832,1,1,0
1463,51.970294,19.6,4.7,4.2,7.552,0,1,0
1520,59.530078,24.6,5.2,5.3,8.396,0,0,0
1877,67.866109,22.1,8.9,6.3,16.018,0,1,0
1780,83.638433,20,9.3,6.4,14.166,0,1,0
1462,103.41397,20.7,6.4,5.1,9.611,0,0,0
1699,153.123388,33.9,21.5,14.1,33.998,0,0,0
1723,192.930502,24.7,16.5,11,21.087,0,0,0
3133,86.183318,26.2,20.7,10.5,25.999,3,1,0
1478,117.417047,19.7,8.4,5.6,11.79,0,0,0
1784,46.212605,24,6.4,4.4,8.77,0,0,0
2312,72.044843,23.2,8.8,5.4,12.273,0,0,0
1920,71.988391,21.9,7.2,5.8,12.483,0,0,0
1598,43.462159,18.2,6.5,5.3,9.428,0,0,0
1837,79.600795,25.9,18,10.6,23.361,0,0,0
1913,89.010258,18.1,6.2,5.4,9.979,0,0,0
1816,118.584767,24.9,16.5,10.8,21.634,0,0,0
1934,118.364055,22.4,7.4,6.9,14.853,0,0,0
1895,71.738464,25.8,11.2,6.2,14.903,0,0,0
1939,102.750742,32.3,8.5,5.2,13.116,0,0,0
1455,41.467392,16.9,3.7,4.7,4.873,0,0,0
1806,112.117833,23.2,5.1,3.5,8.123,0,0,0
1882,109.100899,29.7,5.7,3,9.004,0,0,0
1229,43.558729,19,2.6,2.1,3.327,0,0,0
1615,83.696714,22.7,6.1,4.7,7.905,0,0,0
1606,47.279502,18.8,9.1,6.5,14.179,0,0,0
1627,64.964651,22.3,6.9,5,9.329,0,0,0
1554,51.364946,17.2,4.1,4.3,8.007,0,0,0
1583,115.448438,29.2,8.6,5.9,11.476,0,0,0
1692,68.497033,15.5,8.5,6.2,14.594,0,0,0
1412,88.076281,11,4.1,4.4,12.098,0,0,0
1845,65.745887,18.2,10.1,8.1,16.373,0,0,0
1580,56.89354,16,8,6.9,11.417,0,0,0
1453,73.477563,25,25.1,14.1,31.388,0,0,0
1595,74.692675,12.9,4.2,4.4,8.689,0,0,0
1610,101.042812,22.1,19.5,11.3,27.196,0,0,0
2247,99.518229,20.6,6.7,4.4,10.215,0,1,0
1572,34.551523,24.3,4.4,3.8,6.369,0,0,0
1752,116.256647,24.7,17.8,11.9,20.888,0,0,0
1356,74.234327,16.7,8.7,8.3,13.552,0,0,0
1542,94.230877,19.7,10.1,10.5,17.325,0,0,0
1779,61.800991,14.8,7.1,6.8,10.891,0,0,0
1597,98.635136,16,7.4,6.3,11.911,0,0,0
2077,88.652293,21.1,14,9.3,18.938,0,0,0
2380,108.293129,25.2,11.9,7.4,17.18,2,1,0
1632,62.34806,20,4.6,3.6,7.235,0,2,0
1690,28.801229,17.4,4.4,4.5,5.028,0,0,0
1728,60.172509,22.3,10.8,9.5,16.45,0,0,0
1712,103.612474,21.1,19.9,14,25.061,0,1,0
1767,94.30159,25,20.1,12,28.494,0,1,0
1696,73.864662,23.6,20.1,13.7,29.765,0,0,0
1578,32.449591,30.8,27.8,21.1,43.208,0,1,0
1788,75.532881,26.2,9,6.3,13.757,0,0,0
1639,77.918604,17.5,12.7,9,22.532,0,0,0
2258,68.550977,24.9,10.6,6.3,13.983,0,0,0
2015,57.616518,26.1,17.6,14.7,28.594,0,0,0
1398,54.681409,15.8,4,2.7,4.657,0,0,0
1904,89.017149,19,5.6,4.3,7.762,0,0,0
2073,50.194171,20.5,8.1,6.5,11.343,0,0,0
3109,69.954223,20.8,9.6,5.1,12.377,0,0,0
1620,81.029904,15.1,7.3,6.6,11.041,0,0,0
1786,89.276788,25.2,6.9,3.9,9.504,0,0,0
1584,75.206015,22,4.9,3.6,5.776,0,0,0
3235,158.475275,49.5,18.4,10.3,27.495,1,4,0
1601,296.734145,56,27.3,16.7,42.068,0,2,0
1775,341.059729,66.8,29.6,17.6,43.877,0,0,0
1667,268.434329,37.2,14,6.2,27.239,0,1,0
1773,138.919218,41.1,20.1,10.9,25.908,0,0,0
2003,152.970371,48.2,15.2,7.6,25.423,0,1,0
1882,137.087491,41.9,16.6,8.6,28.299,0,2,0
1916,304.152427,55.1,23.8,13.9,33.995,0,0,0
2297,193.595716,79.9,25.9,16.5,37.904,0,0,0
1503,327.995782,73.1,31.5,18.1,43.126,0,0,0
1489,161.409844,59.4,21,14.6,34.765,1,0,0
2598,131.927133,51.6,11.9,5.8,25.084,0,8,3
1475,222.80822,73.8,30,16.4,42.475,0,1,0
1695,90.894105,40.5,16.4,9.2,31.539,0,1,4
2619,391.679056,56,14.4,7.3,24.876,0,0,0
1768,459.370641,57.2,26.5,18.2,35.567,0,0,0
4500,126.450976,53,13.4,6.4,17.411,2,2,0
2067,235.637754,40.2,10.7,5.6,14.112,0,0,0
2258,64.970425,37.6,16.4,10.2,22.505,0,0,0
2039,124.606312,35.1,9.8,6.2,12.658,0,0,0
2378,102.095315,72.1,22,10.1,33.685,0,0,0
2289,122.106101,42.2,14.5,7.7,18.973,0,0,0
2970,228.479079,45.7,27.3,16.6,37.724,0,4,2
2527,41.956259,40.4,24.1,14.4,35.516,0,0,0
2723,63.790561,44.7,20.3,10.7,31.203,0,2,0
2915,266.228013,24.5,8,3.9,20.839,0,0,0
2574,235.404294,49,22.4,11.5,28.641,0,6,0
2206,117.785291,23.3,12.8,8.5,21.888,0,2,1
1643,189.415468,53.5,18.3,10.4,25.746,0,0,0
2282,187.237385,42.2,18.4,10.4,27.77,0,0,0
1937,175.22956,63.7,22.6,13.1,32.526,1,0,0
1900,102.912778,30.8,9.7,5.6,20.727,1,1,0
2254,338.210882,51.6,26.1,13.5,31.122,0,0,0
2286,38.931209,25.5,11.2,6.4,24.249,0,3,0
1347,359.69033,77.6,26.2,14.9,32.56,0,0,0
1681,196.715403,78.9,27.7,15.2,38.698,0,0,0
1622,239.418853,58.8,22.8,11.8,29.74,0,1,0
5238,150.523024,73,22.8,10.6,30.706,1,0,0
1737,143.904823,67.9,27.2,17.7,41.301,0,1,0
1886,418.202311,66.9,23.9,13.1,31.696,0,0,0
1812,133.311076,68.9,25.2,16.5,36.941,0,0,0
5899,292.741659,68.4,19.4,10.3,26.689,0,3,1
1190,108.633249,65.6,25.4,14.3,36.13,0,1,0
2206,155.726602,61.6,28.6,21.4,43.233,0,0,2
2120,95.84443,78,31.8,17.5,46.457,0,0,0
3036,167.109531,50.7,21,9.5,29.919,0,1,0
2764,246.853797,61.1,29.8,16.2,41.665,1,7,2
1948,145.861105,70.9,30.4,17.1,43.068,0,1,0
2411,123.275441,65.9,29,18.6,43.123,0,0,0
2811,283.617245,61.3,29.2,18.1,39.575,0,0,0
2653,278.668772,63.8,20.2,10.4,28.656,1,0,0
3496,177.343919,61.2,27.6,14.9,35.19,0,2,0
3595,302.353623,58.9,21.3,11.4,28.245,0,0,0
3342,166.866762,33.9,10.7,5,18.74,0,3,0
1807,191.055333,67.8,25.8,15.6,34.736,0,1,0
1916,201.879013,63.2,27.6,15.7,35.605,0,1,0
2414,180.267746,66.8,22.1,11.6,32.994,0,0,0
1673,188.155388,37,12.9,8.4,21.968,0,0,0
