Pop,Pop Density,Ethnic Minorities,Income,Employment,IMD,Num of Cs,Num of  Is,Num of Ss
1828,101.555313,39.1,16.4,8.9,26.215,1,2,0
1962,277.161354,57.6,24.2,12.3,32.227,0,0,1
3087,178.040208,59.2,15,5.6,25.849,0,0,0
2040,124.094702,54.9,16.7,8.8,29.288,1,2,0
1538,207.462611,50.5,22.1,13.8,32.958,0,0,0
1549,386.487075,80.9,24.3,12.9,34.313,0,0,0
1612,191.004562,36.1,19.5,9.8,26.897,0,0,0
2340,94.678023,51.7,24,12.1,32.998,0,1,0
1906,1016.500805,69.2,25.8,15.2,34.358,0,0,0
2823,171.549132,60.5,22.2,10.9,32.249,0,1,0
2973,111.699524,46.3,13.7,5.5,22.295,0,6,2
2229,224.817967,73.6,22.1,10.7,31.028,0,0,0
2588,439.732219,81.5,27.4,14.5,35.145,0,2,0
2711,110.327846,81.5,28.1,15,36.777,0,0,0
2173,431.50413,64.7,22.5,11.8,24.191,0,0,0
2243,222.940332,31.8,9.9,6,13.794,0,0,0
2525,309.956477,29.8,2.6,1.4,5.371,0,0,0
1952,35.722582,39,4.1,4.3,7.917,1,0,3
2138,151.020472,54.4,22.6,11.6,25.118,0,0,0
2076,135.384412,41.3,6,3.2,8.22,0,0,0
2676,232.942551,61.8,23.7,11.1,29.565,0,0,0
3856,165.176643,66.9,26.5,13,31.368,0,2,2
2434,326.770184,80.3,27.6,15.2,39.744,0,0,0
2620,136.491909,64.5,24.6,16.3,36.494,0,0,0
2426,294.740546,66,24,12,29.947,0,1,0
1792,220.682616,69.9,26.2,16.1,37.996,0,1,0
2165,180.373332,60.6,21.2,13.6,34.596,0,1,0
2075,161.424971,42.1,19.6,10.6,28.558,0,4,0
2347,311.754983,24.2,6.6,4,9.872,0,1,1
1993,157.814073,28.1,4.5,2.4,7.73,0,0,0
2403,65.813534,23.8,6,3.9,8.793,1,0,0
2222,105.049729,40.3,14.6,8.4,18.648,1,0,0
1925,450.04511,78.9,23.6,11.5,31.081,0,0,0
2540,218.179938,55,20.5,11.3,26.077,0,2,0
2079,145.580701,24,7.1,4.1,9.299,0,2,0
1730,202.176825,70.4,28.1,15,41.255,0,0,0
1604,492.886486,66.6,27,17.2,36.677,0,0,0
1357,132.796173,74.7,26.8,12.2,35.818,0,5,8
2318,988.089641,81.9,18.2,9.6,25.269,0,3,2
3239,160.007904,55.1,19.4,9.5,23.954,0,0,0
2168,215.614294,76.1,27.1,14.5,38.469,0,1,1
2209,237.781743,64.9,22.3,12,30.888,0,0,0
1636,197.717117,54.4,21.7,13,36.699,0,5,0
3418,145.045422,32.3,5.6,3,14.037,0,1,2
1536,243.197207,62.2,22.3,10.9,28.761,0,0,0
3450,204.79289,64.1,26.1,17,38.451,0,2,0
1954,265.338399,60.9,25.2,15,37.267,0,1,0
1879,242.195542,47.9,25.7,14.6,38.758,0,0,0
1577,252.865218,62.8,28.4,14.5,39.603,0,0,0
2372,274.02432,53.7,17.9,8.5,24.564,0,4,0
1179,105.900823,22.7,11.4,5.7,21.635,0,1,0
1871,167.4219,42.9,19.9,10.7,32.576,0,2,0
1184,759.754081,52.8,21.8,13,39.089,0,0,1
3964,146.70862,41.3,17.2,9,27.603,0,1,0
1737,580.05822,56.1,23.6,16.3,35.903,0,0,0
2176,194.760704,79.1,25.1,12.2,32.582,0,5,3
2097,203.037527,73.1,26.4,13.6,33.782,0,1,1
1526,99.052909,61.1,19.2,11.4,32.255,0,0,0
1589,307.4976,60.1,20.1,9.5,27.821,0,0,0
1609,274.899599,73.6,22.4,12.8,37.489,0,0,0
3802,334.21461,48.6,11.8,4.4,24.528,0,7,0
1999,213.269753,58.3,16.2,7.7,26.259,0,0,0
1213,86.473597,57,20.5,12.5,30.077,0,0,0
2018,176.606423,52,11.6,6.7,23.151,0,1,0
1969,283.219171,59.6,13.8,7.6,23.702,0,1,0
1818,248.666937,49.3,9.6,4.7,16.923,0,0,0
1915,174.564853,61.5,15.3,7.8,22.836,0,0,0
2055,193.637313,56.8,14.5,8.6,28.195,0,3,0
1846,229.80467,58.8,17.9,9.7,27.949,0,0,0
1593,160.63439,61.6,32.2,17.8,44.7,0,0,0
1689,117.744985,71,27.3,16.1,39.67,0,1,1
1830,68.617367,68.2,12.5,7.5,24.337,0,4,3
1981,197.289869,56.7,16.9,8.6,26.107,0,0,1
1815,322.846772,56,11.3,6,19.373,0,0,0
1916,246.617536,53.7,13,7.3,24.516,0,0,0
1756,65.231914,59.9,26.5,18.2,43.177,0,0,0
2125,150.855046,62.4,20.3,12.1,32.124,0,5,0
2404,57.20791,54.7,12.5,7,22.387,0,2,0
1876,63.961465,36.6,8.6,6.1,15.753,0,0,0
1912,56.634729,59.8,15.7,8.1,30.519,0,1,0
1933,150.466387,54.2,11.7,7.6,20.885,0,0,0
1853,108.001079,40.3,12.6,5.6,18.181,0,0,0
2202,108.004645,40.1,10,5.6,15.495,0,1,0
3065,104.498352,51,12.2,6,18.169,1,0,0
1517,26.110257,23.9,18.4,10.8,29.854,0,0,0
1889,50.99805,17.7,18.6,9.9,28.615,0,0,0
1612,38.225724,14.3,9.5,7.3,15.035,0,0,0
1839,12.047349,9.9,4.1,4.8,10.412,0,0,0
1794,33.354656,10.2,8.8,7.5,16.068,0,0,0
1900,62.936248,14.4,7.3,5.1,13.633,1,0,1
1652,83.149389,25.7,16.1,10.8,25.177,0,0,0
1605,31.351968,25.6,17.2,11.2,25.903,0,0,0
1557,56.438856,28.4,12.4,8.1,17.614,0,0,0
1814,74.539188,17.6,14.7,10.4,22.079,0,0,0
1697,68.604216,18.2,8.8,6.5,12.677,0,0,0
1348,54.82852,20.4,5.5,6.4,13.149,0,0,0
1284,53.462984,20.7,7.9,5.4,15.397,0,0,0
1691,21.293978,38.1,10.2,8,23.288,0,0,0
1576,51.990404,55.8,12.4,7.2,19.357,0,0,0
1994,85.14565,66.5,19.3,11.7,32.04,0,3,1
2335,234.133072,72.9,17.6,7.5,29.303,0,9,4
2018,63.465021,52.8,10.2,6.8,19.553,0,0,0
1603,127.838128,63.9,13.9,9.8,27.28,0,1,1
1979,200.515667,55.9,11,7.3,21.837,0,2,0
1858,179.765314,51.1,10.8,4.4,15.818,0,1,0
2155,162.235101,51.5,7,4.3,14.491,0,2,0
1758,149.515656,50.1,11.6,7.7,20.617,0,2,0
2027,220.042806,43.5,5.6,3,11.815,0,1,0
1995,202.002651,57.3,11.9,7.1,25.577,0,4,2
2075,160.454934,54.1,10,6.2,17.097,0,0,0
1979,156.197057,54.1,11.4,6.4,20.785,0,1,1
2200,266.958606,62.4,9.8,6.4,22.168,0,3,0
1841,23.765065,40.8,11.4,7.2,19.845,0,0,0
2020,111.680683,42.3,13,9.7,22.983,0,0,0
1776,72.667386,24.2,6.1,4.8,11.817,1,1,0
1601,31.929595,23.4,14.8,8.6,22.668,0,0,0
2047,72.419981,27.9,10.5,6.1,15.405,1,1,0
1752,171.5628,47.3,28.9,16.6,38.703,0,0,0
1677,67.348189,25.1,9.9,7,14.955,0,0,0
2107,83.047734,32.6,19.7,15.1,32.114,1,0,0
1434,34.782343,28.3,21.4,16,33.462,0,0,0
1671,48.664339,15.7,4.6,5,8.937,0,0,0
1431,52.657351,15.1,3.4,3.7,7.179,0,0,0
1672,59.608659,20.5,11.9,9.5,19.354,0,0,0
1778,38.550163,20.5,20.4,14.6,31.036,0,0,0
1568,66.579793,22.1,22.3,15.5,34.954,0,0,0
2075,28.3409,41.2,14.6,7.6,21.317,0,0,0
2542,99.398526,53.6,13.5,7.6,26.237,2,3,2
2161,152.61875,52.1,13.9,6.5,21.831,0,1,0
1894,202.06652,54,21.9,15.3,36.022,0,0,0
1614,10.446562,43.5,9.7,6.1,17.268,0,0,0
1912,176.576614,49.6,12.4,6.3,19.912,0,0,0
2706,130.57132,57.6,15.1,7.3,26.872,2,6,6
1998,42.126918,52.1,26.3,16.2,37.907,0,0,0
1805,24.020474,59.1,31.3,19.6,47.476,0,0,0
1839,80.459315,49.2,18,11.4,29.213,1,1,0
2436,22.544805,46.5,12.3,8.6,22.183,0,1,0
1874,152.340793,54.8,22.8,13.3,32.696,0,0,0
2394,58.221015,48.2,18.2,9.7,30.776,1,2,0
3296,208.186229,54.2,19.1,11.4,28.71,0,1,0
1722,165.374784,57,15.3,10.8,28.415,0,0,0
1908,149.186931,53.4,10.4,6.3,22.458,0,2,0
2319,223.520334,68.3,24.2,22.8,41.22,0,0,0
1613,248.394101,44.4,14.9,8.4,23.297,0,1,0
1688,87.367046,43.1,17.5,10.1,27.417,0,1,0
1923,101.063426,43.2,24,13.8,34.24,0,0,0
1806,139.431509,53.8,14.5,7.7,26.46,0,1,1
1748,91.048334,37.8,11.6,7.6,18.448,0,0,2
1577,50.537223,27.4,19,13.1,32.226,0,0,0
1788,78.498842,24.8,12.9,8.5,21.52,0,2,0
1614,52.35327,29.1,16.5,10.4,26.422,0,0,0
1708,43.211358,25.5,11.3,10.1,22.953,0,0,0
1797,56.033678,32.4,13,9,23.066,0,0,2
1735,97.159803,36.1,12.3,7.2,19.401,0,0,1
2526,88.864748,43,8.6,6.2,21.127,0,0,0
2163,119.340242,69.3,24.4,15.6,42.117,1,2,1
2291,161.882924,76.5,15.7,10.2,25.042,0,5,1
1991,15.825144,57,15.2,9.5,26.887,0,11,0
2093,159.700419,64.6,18.1,11.8,35.995,0,1,0
1941,91.906756,70.6,21.8,15.7,37.256,0,4,1
2056,143.644493,56.1,18.9,9.6,25.839,1,4,0
1790,452.244268,65.7,14,8.2,25.371,0,2,0
2134,47.350165,57.2,12.3,6.4,21.595,0,3,0
2035,164.917528,64.9,30.8,19.2,39.593,0,0,0
2002,36.531031,60.7,14.1,10.2,23.261,0,43,0
2426,48.57503,58.9,11.2,6.2,24.388,1,2,1
1937,125.354692,60.3,14.6,8.1,26.399,0,1,0
2036,55.418623,66.7,18.6,11.5,27.787,0,0,0
2371,135.408516,58.7,15.1,10.3,29.027,0,0,0
1933,100.174494,49.6,12,9.1,26.601,1,0,0
2114,136.967947,46.7,15.4,10.1,25.659,0,0,0
2304,82.883834,48.1,10,6.7,20.924,0,2,1
1741,104.171397,52.6,12.7,6,19.011,0,1,0
2350,73.642295,50.8,10.6,8.2,25.946,1,5,3
1716,139.333803,41.5,9.4,5.6,18.76,0,0,0
1803,188.649929,42.8,7.3,5.1,13.797,0,0,0
1907,142.006159,68.8,17,10.7,31.365,0,0,0
2669,185.082246,55,22,11.8,34.282,0,0,0
1733,75.514697,56.9,16.8,9.7,28.771,0,2,0
2072,228.735013,52.2,14,8.5,23.406,0,0,0
1863,148.119938,58.5,9.8,5.9,16.828,0,1,0
1885,32.430352,49.5,13.6,10.1,26.678,1,0,0
1866,115.876568,68,33.3,20.2,46.275,0,0,0
1673,77.041081,27.3,7.2,6.6,15.897,0,0,0
1886,90.449484,29.5,9.7,6.5,16.07,0,0,0
1901,69.10001,29.9,15.3,10.5,24.84,1,3,0
1760,42.63327,42.2,12.2,8.3,25.765,0,1,0
1953,136.706452,37.9,15,8.2,24.382,0,0,0
1729,33.234453,49.6,17.8,11.2,29.351,2,1,0
1656,95.83076,54.1,31.3,21.6,42.734,0,0,0
1852,182.269723,52.1,14,9,20.481,0,1,0
2041,158.326127,53.8,16.5,9,26.207,0,5,1
1669,130.430671,59.9,33.4,18.9,43.377,0,0,0
1876,167.673003,52.3,17.5,10.7,29.841,0,1,0
2829,118.575405,52.6,9.5,5.1,15.24,1,3,0
2034,126.646372,61.7,12.8,8.3,23.842,0,2,0
2066,125.670537,32.7,10.7,5.4,14.978,0,0,0
1586,99.059169,59,27.1,15.2,37.506,1,3,0
1550,297.394631,46.7,11.3,8.1,18.111,0,0,0
1634,125.180761,36.4,10.1,5.4,14.801,0,0,0
2397,95.503989,55.4,19.7,10.9,29.626,0,3,0
1698,20.75086,41.5,8.5,5.8,17.863,0,0,0
1775,72.990351,60.1,26.4,18.4,39.486,0,0,0
1477,104.620241,50.4,17.3,12.6,34.263,0,1,1
1865,186.105735,52,20.8,11.1,32.772,0,0,0
1852,168.184046,18.1,5.1,3.2,9.879,1,0,0
1815,161.027596,20.9,7.9,5.2,11.875,0,0,0
1947,116.52375,25.3,10.4,5.9,17.524,1,1,2
1487,190.851525,26.7,10.2,5.7,15.977,0,0,0
1978,87.418618,24.8,8.6,5.6,13.593,0,0,2
1692,85.917746,8,2.7,0.9,5.093,0,0,0
1687,220.246402,15.5,2.4,1.8,4.363,0,0,0
1671,163.076511,11.6,4.5,4.4,10.238,0,0,0
1819,209.285993,23.5,4.5,2.3,7.239,0,0,0
1557,133.650547,31.4,9.2,6.1,15.155,1,2,0
1615,151.793532,35.4,9,6.5,15.123,0,0,0
2033,43.914352,34,8.6,3.2,14.025,0,0,0
1421,42.75953,24.9,10.1,5.3,18.333,0,0,0
1597,98.647808,26.2,11.3,5.2,16.136,0,0,0
1316,50.108602,20,9.7,5.5,17.646,0,0,0
1480,194.942661,24.5,11.9,10.6,21.375,0,0,0
1409,180.993987,25,7.1,6.5,14.58,0,0,0
1398,78.312892,23.7,12.3,9.1,26.942,0,0,0
1567,137.088743,14.9,3.5,2.2,7.244,0,1,0
2980,177.154953,46.5,6.7,3.6,14.207,0,0,0
1672,56.473387,30.9,10.2,7.4,15.53,1,0,0
1981,119.297126,21.8,10.5,6.1,13.604,0,0,0
1706,123.24423,28,13.7,9.5,19.102,1,1,0
1480,158.745039,51.7,22.2,10.2,23.496,0,0,0
1964,108.838459,17.7,6.9,4.9,11.991,0,1,0
1434,79.689365,19.9,11.9,8.7,16.446,0,0,0
1621,141.778343,14.6,6.4,4,8.707,0,0,1
1581,126.614069,20.9,9.3,4.6,13.847,0,0,0
1956,107.379903,19,7.6,3.7,10.92,0,1,0
1553,142.111057,22.4,12.9,8.3,17.726,0,0,0
1717,111.185407,17,3.8,3.5,9.379,0,0,0
1703,76.75063,19.7,11.1,7.3,18.546,0,0,0
1517,65.741322,26.5,7.5,3.1,9.832,0,0,0
1731,84.842382,21.8,4.1,1.8,7.752,0,0,0
2135,96.501938,18.8,5.4,3.1,9.478,0,1,0
2325,141.271242,20.4,6.4,3.2,8.65,1,0,0
2449,183.77347,18.9,6.9,4.2,10.753,0,0,0
2549,55.82593,22.7,8.5,5,15.768,1,2,2
2231,118.589345,21.5,5.4,3.3,8.768,1,0,0
1517,88.043894,13.9,3.5,2.3,8.087,0,0,0
1492,122.096365,16.5,7,6.2,12.491,0,0,0
1879,133.563336,34.8,14.5,5.9,18.296,1,0,0
1773,154.626592,14.5,5.5,3.9,9.256,0,0,0
1778,170.223456,32.4,9.9,6.6,14.846,0,0,0
1845,94.651969,34.4,6.9,5.1,12.313,0,0,0
2431,133.517735,43.1,11.2,6.6,14.927,0,0,0
1820,144.759664,35.2,9,6,13.045,0,0,0
1790,144.348087,49.7,11.6,6.4,16.635,0,0,0
1386,120.958336,49.6,12.7,6.8,16.54,0,0,0
2299,201.988023,47.9,12.6,7.6,16.432,0,1,0
1711,180.226527,46.1,15,7.9,18.304,0,2,0
1824,57.92574,32.9,12.6,7,19.06,0,0,0
1933,134.602473,49.8,25.1,16.9,35.049,0,0,0
1940,133.925255,55.2,11.9,6.6,21.561,1,4,5
1863,183.166696,48,15,7.8,22.8,0,2,0
1564,247.851033,51.6,9,3.9,15.258,0,1,0
1699,115.307204,53.2,20.1,12.4,28.667,0,0,0
2232,174.463827,39.3,10.2,4.5,13.45,0,1,1
1867,147.539994,40.9,11.8,6.9,15.181,0,0,0
1723,290.739565,52,18.4,10.2,25.305,0,0,0
1450,164.833397,33.4,13.3,8.3,16.141,0,1,0
1307,90.717,44.5,18.4,12.9,27.038,0,0,0
1883,69.172672,15.4,5.6,3.3,13.523,0,1,0
1781,284.625554,67.5,27.6,17.1,37.698,0,0,0
2699,192.689851,40.6,14,7.5,23.52,0,0,1
1905,142.978613,51.4,23.4,13.2,33.441,0,2,1
2223,166.245022,44.8,18.9,10.1,25.102,0,0,0
2138,269.828277,55.1,25.4,15.5,34.145,0,0,0
2080,150.01973,30.1,17.9,12.1,26.388,0,1,0
1599,178.363851,53.9,26.5,17,38.578,0,0,0
1646,145.889031,14.6,4.8,3.4,6.98,0,0,0
1694,66.364069,13.1,4.8,3.2,7.903,0,2,0
1478,160.042724,19.3,7.2,4.6,12.086,0,0,0
1731,95.349411,16.4,3.9,3,10.551,3,2,0
1473,414.825929,19.3,4.5,3.7,6.62,0,0,0
1438,119.713092,32.4,13.5,12,20.336,0,0,0
1992,102.77723,26.2,10.9,6.3,17.492,0,2,0
1657,143.702858,28.5,9.6,8.5,19.334,0,0,0
1525,97.442153,22.9,11.2,4.2,13.202,0,0,0
1788,82.845335,29.8,7.3,5.1,17.486,1,0,1
2338,171.458144,14.2,2.9,1.8,10.655,1,1,0
1896,76.707302,14.7,6.4,4,11.274,0,0,0
1813,43.776716,12.9,2.6,1.6,6.516,0,0,0
1799,135.234464,11.4,2,2,4.844,0,0,0
1905,189.23113,10.4,3.3,1.8,4.709,0,1,0
1765,200.212532,13.7,5.6,4.7,8.329,0,0,1
1959,75.815457,13.4,5.4,3.4,5.821,0,0,0
1470,80.339538,11.8,4.8,2.8,7.589,0,0,0
2184,28.111161,21.5,7.7,4.1,17.433,0,0,0
2900,48.614605,50.5,21.5,11.6,29.861,1,50,1
2285,140.206714,49.1,16.4,9.4,30.537,0,1,1
1800,36.619092,23,10.8,7.6,18.491,0,2,0
1704,321.314039,20.4,11.9,7.9,19.254,0,0,0
1739,343.014062,13.5,5.8,2.5,11.738,0,0,0
2477,201.264628,57,25,14,31.614,0,1,0
1821,66.695218,34.7,16.9,8.4,23.695,0,0,0
2543,109.265866,31.7,16.8,10.4,24.659,1,0,0
1914,180.135429,41,25,14.2,33.572,0,0,0
2112,209.313437,34.6,18.7,9.5,24.607,0,2,0
1966,25.72994,28.3,14.2,9,22.976,0,0,1
1766,9.911763,31.6,13.9,9.9,27.314,2,0,0
1910,114.778639,47.5,27.7,14.6,34.899,0,1,0
1787,32.703885,31,21.2,12.6,29.395,0,0,1
1604,43.211521,29.3,17.9,12.3,26.61,0,0,0
2048,198.338028,18.9,8,3.9,14.287,0,0,0
1740,147.922002,21.4,11.4,7.8,18.872,0,1,0
2161,211.106075,27.9,10.6,5,18.717,0,3,0
1904,177.492183,22.9,11.6,6,15.428,0,1,0
2337,137.545332,23.8,6.3,4.2,9.047,0,1,1
1937,201.281823,22.2,8.7,4.6,12.262,1,0,0
1802,407.604608,55.9,27.3,14.3,32.114,0,0,0
2034,125.39873,16.8,4.9,3.1,10.139,0,0,0
2053,274.852165,14.6,5.4,3.5,10.15,0,0,0
2004,179.953632,15.4,4,3.3,8.468,0,0,0
2021,179.131904,15.3,3.6,3.5,12.896,1,0,0
1918,203.363751,10.8,2.8,2.2,7.633,0,1,0
1928,117.438195,26.4,17.6,13.2,25.382,0,0,0
1962,166.714067,29.4,12.5,8.2,18.629,1,0,0
1725,241.562637,21.9,17.1,12.7,25.647,0,0,0
1834,97.500033,23,7,3.9,8.54,0,0,0
1603,95.594051,18.8,2.8,2,5.248,0,1,0
1804,93.198802,18.5,5,2.9,8.241,0,0,0
1608,141.099838,16.3,2.9,2.7,6.139,0,1,1
1838,126.74599,21.2,9.2,6.7,11.97,0,1,0
1971,137.734675,15.3,4.3,3,8.252,0,0,0
1640,141.721005,11.9,3,2,3.568,0,0,0
2636,315.299916,55.1,21.5,11.9,27.898,0,2,0
2362,66.084918,30.1,12.5,6.3,19.4,1,2,3
1684,110.087924,13.7,3,1.5,9.577,1,0,0
1626,58.208578,6.2,1.5,2,7.81,0,0,0
1772,66.582191,15.3,9.9,7,12.649,0,0,0
1675,155.401049,8.4,1.9,1.3,6.039,0,0,1
1799,98.772997,9.4,2.8,2.4,6.918,0,1,0
1716,199.684949,15.8,9.8,5.4,15.701,0,0,0
2056,99.496777,15.5,2.9,1.9,11.246,1,2,1
1953,61.287201,59.5,10.2,6.4,19.919,0,0,0
1583,119.377512,47.6,9.2,5.6,15.858,0,0,3
1667,258.91739,64.4,15.8,8.2,21.038,0,2,3
1522,107.593211,55.6,22.1,9.2,32.542,2,11,8
2243,168.749122,48.5,12.7,7.2,17.52,0,0,0
1800,97.143506,50.8,25.4,16.1,37.117,0,0,0
2258,211.100048,51.1,9.6,5.1,16.16,0,0,0
1992,50.08791,54.1,14.6,7.6,22.718,0,2,0
1500,131.495137,41.7,5.1,3.2,13.315,0,0,0
1458,26.745863,10.3,4.1,3.3,13.597,0,0,0
1765,172.863928,19.2,7.4,5.9,13.595,0,0,0
1687,32.605011,16.7,8.6,5.2,16.179,0,0,0
2163,133.055706,31.7,10.5,6.1,21.096,0,0,0
1799,126.380731,15.6,6.9,4.5,8.842,0,0,0
1533,38.154252,17.2,11,7.7,19.498,0,0,0
1422,71.679146,6.6,1.4,1.6,7.552,0,0,0
1925,34.500564,20.1,5.5,5.9,14.008,0,0,0
1721,310.752862,14.3,6.7,5.5,10.143,0,0,0
2340,119.733921,32.2,11.9,9.8,23.386,0,0,0
1593,62.03653,25.1,5.8,4.3,8.717,0,0,1
1807,135.100935,44.5,23.4,14.4,29.906,0,0,0
1625,104.603318,32,15.3,8.4,20.805,0,0,0
1506,49.718457,21.5,7.9,3.9,8.395,0,0,0
1545,296.842917,47.2,24.9,11.9,26.263,0,0,0
1447,117.072637,26.3,10,6.3,12.856,0,0,0
1557,79.729075,27.9,9.4,7.1,13.215,0,0,0
1585,100.032054,29.3,12.9,7.6,15.699,1,0,0
1477,154.087159,28.3,13,8.7,14.919,0,0,0
1482,41.143218,11.2,3.5,4.1,6.727,0,0,0
1725,59.940985,17.3,5.9,3.7,10.4,0,1,1
1734,132.601197,13.9,3.3,2.2,5.165,0,0,0
1930,114.144894,20.5,12.4,9.4,19.668,0,0,0
2272,98.017979,21.9,11.7,8.5,22.167,0,0,0
2415,127.51919,35.9,18,11.3,21.764,0,0,0
2487,61.176444,19.9,11.7,7.1,18.179,0,0,0
2152,138.163873,36.3,21.4,11.7,28.701,0,1,0
2135,112.863321,32.5,6.1,4,14.374,0,0,0
2033,94.401047,33.8,10.8,8,16.324,0,2,1
2880,117.701895,31.6,7.6,4.8,10.456,0,2,1
2341,142.124387,44.6,4.5,1.9,6.385,0,0,0
2767,168.886885,29.3,3.8,2.5,5.964,0,0,0
2788,372.351188,41.6,5,2.5,9.221,0,0,0
2104,765.550239,44.3,10.1,4.8,15.871,0,2,0
2093,227.615416,20.8,5.8,4.6,10.84,1,1,0
2825,206.20438,26,7.2,5.1,12.798,0,1,0
2439,138.928469,36.6,13.7,10.5,23.605,1,0,0
1728,129.379996,25.8,2.5,1,11.499,0,0,1
1809,246.731759,48.1,7.3,4.8,15.648,0,0,0
2228,217.930112,37.3,5.3,3.5,7.589,0,0,0
2451,713.688582,41.2,3.5,2,8.583,0,1,0
2476,151.319705,43.4,12.6,10.3,20.233,0,3,0
2189,181.664711,32.1,4.3,2.8,12.001,0,1,0
1790,219.319768,31.9,9.2,7.4,17.986,0,1,0
1743,1288.557858,48.5,28.6,20.3,36.498,0,0,0
1194,300.52645,36.1,19.7,14.5,26.096,0,0,0
1721,109.276523,29.5,17.9,15.5,30.083,0,1,0
1634,297.374226,30.4,14,10.5,18.423,0,0,0
1820,187.910848,41.9,26.3,14.8,30.923,0,0,0
2927,431.326601,76.4,38.5,25.6,48.003,0,1,0
2238,423.000891,56.8,28.3,17.9,34.303,0,0,0
2496,237.620595,50.7,26.7,17.2,33.045,0,1,0
1832,347.711547,43.9,16.4,10.5,21.229,0,0,0
1956,357.955001,40.5,18.3,12.5,22.942,0,0,0
2070,218.949659,47.2,18.2,12.4,24.677,0,1,0
2371,261.708618,52.4,25.2,15.5,32.133,1,9,2
1509,126.657384,30.4,2.5,1.7,11.027,0,0,0
2399,126.551582,37.3,7,4.2,12.054,0,0,0
2138,192.790362,37.4,5.1,3.2,14.246,0,0,0
1801,145.591567,32.2,2.4,1.9,8.566,0,0,0
1946,416.158943,61.1,10.8,6.3,21.313,0,2,0
1609,256.144931,61.2,11.6,8.8,23.844,0,4,0
1820,91.419685,16.6,0.9,0.7,6.967,0,0,0
2945,38.352875,42.8,0.6,0.3,5.319,0,0,0
1724,8.323959,25.9,0.9,0.7,15.963,0,0,0
1828,119.086016,18.6,1.3,0.6,5.445,0,1,0
1764,48.13076,30.8,1.3,0.6,10.967,0,0,0
1665,252.646836,43.5,0.8,0.7,6.602,0,0,0
1709,189.875851,26.1,3.4,2.6,12.614,0,0,0
2176,214.816748,32.8,2.6,2,8.45,0,0,0
1507,338.304942,37.4,5.8,3,12.739,0,3,0
1736,617.768971,47.9,25.3,16.5,32.394,0,0,0
1829,177.395971,30.7,8,5,16.233,0,0,0
1967,177.765391,35.2,7.8,6,19.958,0,0,0
2506,272.924456,31.1,5.3,3,14.726,0,1,0
2137,663.798593,30.1,4.8,3.7,11.301,0,0,0
1890,192.562424,31.9,6.3,3.4,9.41,0,0,0
2854,159.670204,60.8,31.5,21.4,42.113,0,1,0
2715,146.522013,30.9,5.9,2.9,10.512,0,0,0
1829,302.022511,24,2.8,1.6,5.344,0,1,1
1736,158.298936,25,4.2,2,7.391,0,0,0
2200,186.32271,26.9,2.5,1.5,3.915,0,0,0
1734,162.431793,35.4,14.8,11.4,22.865,0,0,0
1848,193.27386,41.3,17.5,12,20.127,0,2,0
1580,148.631713,53.7,24.3,15.3,31.131,0,2,0
2112,209.451686,44.4,20.6,13.1,24.274,0,0,0
2167,180.376366,30.7,5.7,2.6,11.061,0,0,0
2225,130.720367,20,1.1,0.9,7.513,0,0,0
2517,75.348588,30.7,3.5,2.1,10.268,1,1,0
2747,240.836551,38.4,11.1,6.5,15.84,0,0,0
1934,112.257204,25.6,1.2,0.7,7.362,0,0,0
1889,240.809988,19.7,3.8,2.4,12.041,1,1,2
2048,304.931024,52.3,20.6,14,29.795,0,0,0
2102,285.22138,40.2,21.6,14.6,28.56,0,1,0
2160,197.515926,43.5,23,15.2,32.043,0,0,0
2242,179.148247,51.7,28.8,20,38.504,0,1,1
2558,360.891902,71.7,31.3,19.6,35.96,0,1,0
2529,259.888132,51.2,24.4,15.2,29.307,0,2,0
2144,384.061794,36.5,7.6,4.5,10.86,0,0,1
1710,55.626587,56,21,10.7,27.158,0,1,1
2245,120.924827,42.5,4.7,3.4,9.4,0,0,0
3660,31.074204,46.7,2.2,0.7,10.116,1,1,0
1963,211.17075,40.2,12.2,5.7,14.858,0,0,0
2007,536.070865,44.3,22.3,14.3,25.605,0,0,0
2198,45.064717,39.5,4.7,2.5,6.582,0,0,0
2459,36.390311,25.3,5.4,2.6,10.008,1,1,0
1715,344.611957,35.4,28.3,28,43.66,0,1,0
3076,62.841572,25.5,10,10.5,18.171,0,0,0
1898,58.049685,37.2,17.2,14,30.2,1,7,0
1369,27.554676,26.5,21.6,22.6,35.28,1,0,0
2018,17.558319,23.6,0.6,1.2,9.719,0,2,0
1464,224.732934,24.4,14.4,11.1,20.233,0,0,0
1879,219.334672,18.4,4.4,3.1,9.473,0,0,0
1598,560.103721,14.5,5.7,2.1,9.446,0,2,0
1766,373.562835,33.3,25.3,16.1,33.582,0,0,0
1434,280.871972,25.6,15,8.5,20.616,0,1,0
1624,399.077796,14.2,8.5,5.4,11.205,0,0,0
1824,630.078366,44.1,17.6,11.3,20.842,0,0,0
1618,120.477774,27.3,18.7,16.5,25.478,0,1,0
3069,166.582814,24,9.6,7.2,16.175,0,1,0
1644,641.187398,36.3,19.8,15.5,27.661,0,1,0
2595,290.913869,28.7,16.7,12,22.157,0,1,0
1759,248.558179,19,4.4,4,8.835,0,0,0
3107,224.195913,25.6,8.7,6.1,13.225,1,0,1
1738,55.679988,32.1,17.9,7.9,18.907,0,0,0
